feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
mz158.874973755292_rt269.9715	Metabolomics_Round	R3	0.255840060122029	0.0748428250688692	43	43	0.00151652212806371	0.0127976550891452
mz162.076142480648_rt350.247	Metabolomics_Round	R3	-1.03492003998897	0.303115801462976	43	43	0.00153400959301456	0.0129343136004601
mz431.917190816324_rt4.883	Metabolomics_Round	R3	-0.299001495326708	0.0876343059904562	43	43	0.00154413985430003	0.0129978102213807
mz234.146708523193_rt1674.591	Metabolomics_Round	R3	-0.706689525287316	0.207108566284724	43	43	0.00154307394179833	0.0129978102213807
mz185.042098652703_rt299.318	Metabolomics_Round	R3	1.49957799950844	0.198495879322265	43	43	0.0015462490123431	0.0130046174292943
mz169.985891398278_rt272.811	Metabolomics_Round	R3	0.285213113865251	0.0836503387785441	43	43	0.00155427281447975	0.0130501495758165
mz209.946073316187_rt13.047	EE_average_per_hour_residual	EE_average_per_hour_residual	0.164392034478632	0.0482122505985516	43	43	0.00155353573369968	0.0130501495758165
mz618.526290825268_rt1601.454	Metabolomics_Round	R3	-0.83097982940334	0.244082997792185	43	43	0.00157657485787319	0.0132262991432315
mz301.083012201682_rt705.003	Metabolomics_Round	R3	-0.697012889259387	0.205023477073264	43	43	0.0015979909334736	0.0133947270198961
mz270.7978517035_rt270.2815	Metabolomics_Round	R3	0.277620129395452	0.0816950885931376	43	43	0.00160437571296983	0.0134369825206853
mz162.076246415472_rt688.194	Metabolomics_Round	R3	-1.32638065361017	0.39042597105158	43	43	0.00160878680997617	0.0134626511295077
mz492.649221423863_rt270.08	Metabolomics_Round	R3	0.419953183943468	0.123722055910606	43	43	0.00162205217929405	0.0135623091914218
mz185.042158639076_rt258.2415	Metabolomics_Round	R3	0.482242122401657	0.142234750913763	43	43	0.00163964634796429	0.0136896424555996
mz202.15229446066_rt239.094	Metabolomics_Round	R3	0.984677334558067	0.128074972162265	43	43	0.00164001916618083	0.0136896424555996
mz292.225028455703_rt1427.7095	Metabolomics_Round	R3	-0.385318980684771	0.113798938167909	43	43	0.00166039665228319	0.013848178918125
mz119.016323096746_rt305.792	Metabolomics_Round	R3	-1.01220678654204	0.136973395588728	43	43	0.00167200487791194	0.0139333739825995
mz280.227418172743_rt940.971	EE_average_per_hour_residual	EE_average_per_hour_residual	1.1736044677181	0.347223180227623	43	43	0.00169307387975261	0.0140972013301632
